,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,remotework
1263,39,Yes,non-travel,688.5,desconocido,29,1,medical,1,1264,2,True,86.1,3,2,healthcare representative,1,married,5560.83,14458.17,7,Yes,19,,2,full time,0,17.0,2,3.0,1,0,0,5560.83,1985,66730.0,desconocido,True
1264,42,No,non-travel,1402.2,sales,6,3,life sciences,1,1265,4,False,175.3,3,3,manager,4,single,11325.83,29447.17,3,Yes,18,3.0,3,full time,0,,3,3.0,1,0,0,11325.83,1982,135910.0,manager  -  sales,False
1265,60,No,travel_rarely,224.6,desconocido,3,3,life sciences,1,1266,3,True,28.1,2,1,research scientist,4,married,,4716.83,3,Desconocido,17,3.0,1,part time,1,7.0,6,3.0,1,0,0,,1964,21770.0,desconocido,True
1266,51,No,travel_rarely,2013.7,desconocido,1,4,medical,1,1267,4,False,251.7,3,5,manager,4,divorced,16264.17,42286.83,3,No,11,3.0,3,full time,1,,3,2.0,7,0,6,16264.17,1973,195170.0,desconocido,False
1267,42,No,travel_rarely,556.3,research & development,19,2,life sciences,1,1268,3,True,69.5,3,2,research scientist,1,divorced,4492.84,11681.39,2,Desconocido,16,3.0,1,part time,2,17.0,2,2.0,1,0,0,4492.84,1982,53914.11,research scientist  -  research & development,False
1268,46,No,non-travel,1981.2,desconocido,1,3,desconocido,1,1269,3,True,247.6,4,5,manager,4,desconocido,16001.67,41604.33,0,Desconocido,11,3.0,3,full time,1,25.0,2,3.0,24,1,7,16001.67,1978,192020.0,desconocido,True
1269,38,Yes,non-travel,1036.7,desconocido,10,3,medical,1,1270,1,True,129.6,3,3,manufacturing director,3,desconocido,8373.33,21770.67,6,No,11,,2,full time,2,17.0,5,3.0,1,0,0,8373.33,1986,100480.0,desconocido,False
1270,52,No,non-travel,280.9,desconocido,38,3,desconocido,1,1271,3,True,35.1,3,1,research scientist,4,married,2269.17,5899.83,1,No,11,3.0,2,part time,0,1.0,0,2.0,1,0,0,2269.17,1972,27230.0,desconocido,True
1271,29,Yes,travel_rarely,290.0,desconocido,2,4,life sciences,1,1272,1,True,36.3,3,1,laboratory technician,3,single,2342.59,6090.75,2,Desconocido,11,3.0,3,part time,0,5.0,5,1.0,0,0,0,2342.59,1995,28111.13,desconocido,False
1272,30,No,travel_rarely,685.5,desconocido,2,3,medical,1,1273,1,True,85.7,2,2,sales executive,2,married,,14395.33,2,No,19,3.0,2,full time,2,10.0,2,,0,0,0,,1994,66440.0,desconocido,True
1273,32,No,travel_rarely,556.3,research & development,23,3,medical,1,1274,2,True,69.5,2,2,healthcare representative,4,desconocido,4492.84,11681.39,0,No,21,,2,part time,1,10.0,2,3.0,9,7,8,4492.84,1992,53914.11,healthcare representative  -  research & development,True
1274,39,No,travel_rarely,578.3,desconocido,7,2,medical,1,1275,1,False,72.3,4,2,sales executive,1,desconocido,4670.83,12144.17,1,Yes,24,4.0,3,full time,1,8.0,3,3.0,8,7,7,4670.83,1985,56050.0,desconocido,True
1275,45,Yes,travel_frequently,326.1,desconocido,12,3,life sciences,1,1276,1,True,40.8,3,1,laboratory technician,3,desconocido,2634.17,6848.83,3,Yes,22,4.0,4,full time,1,19.0,0,1.0,1,0,0,2634.17,1979,31610.0,desconocido,True
1276,37,No,non-travel,556.3,desconocido,3,3,technical degree,1,1277,3,True,69.5,3,2,research scientist,2,single,4492.84,11681.39,4,Desconocido,12,3.0,4,part time,0,10.0,2,3.0,8,7,7,4492.84,1987,53914.11,desconocido,True
1277,19,Yes,non-travel,146.5,research & development,3,3,desconocido,1,1278,3,True,18.3,3,1,laboratory technician,3,single,1183.33,3076.67,1,No,13,3.0,3,full time,0,0.0,2,3.0,0,0,0,1183.33,2005,,laboratory technician  -  research & development,False
1278,37,No,non-travel,290.0,desconocido,18,4,life sciences,1,1279,3,True,36.3,4,1,laboratory technician,4,married,2342.59,6090.75,4,No,18,3.0,4,part time,2,4.0,2,3.0,1,0,0,2342.59,1987,28111.13,desconocido,True
1279,19,No,non-travel,123.8,desconocido,10,3,desconocido,1,1280,4,False,15.5,2,1,sales representative,3,desconocido,1000.0,2600.0,1,No,12,3.0,1,part time,0,0.0,2,3.0,0,0,0,1000.0,2005,12000.0,desconocido,True
1280,40,Yes,travel_rarely,540.4,desconocido,3,2,desconocido,1,1281,4,False,67.6,3,2,sales executive,3,married,4365.0,11349.0,4,Yes,18,3.0,1,full time,0,12.0,3,2.0,1,0,0,4365.0,1984,52380.0,desconocido,True
1281,44,No,travel_rarely,1030.2,research & development,15,3,desconocido,1,1282,1,False,128.8,3,3,healthcare representative,1,marreid,,21634.17,8,No,16,3.0,1,part time,1,,1,2.0,1,0,0,,1980,99850.0,healthcare representative  -  research & development,True
1282,48,No,travel_frequently,556.3,desconocido,4,1,medical,1,1283,2,True,69.5,3,2,sales representative,3,desconocido,,11681.39,3,No,19,3.0,1,part time,0,5.0,3,3.0,0,0,0,,1976,53914.11,desconocido,False
1283,43,No,travel_rarely,1650.0,desconocido,23,5,desconocido,1,1284,1,False,206.2,3,4,research director,4,single,,34649.33,2,No,14,3.0,2,full time,0,16.0,2,3.0,1,0,0,,1981,159920.0,desconocido,True
1284,33,No,non-travel,244.5,desconocido,2,3,desconocido,1,1285,3,False,30.6,3,1,laboratory technician,2,married,1975.0,5135.0,1,No,13,,3,part time,1,8.0,4,3.0,8,0,7,1975.0,1991,23700.0,desconocido,True
1285,49,No,travel_rarely,1032.5,desconocido,29,1,medical,1,1286,1,False,129.1,3,3,manager,3,married,8339.32,21682.23,3,Desconocido,21,4.0,2,part time,1,15.0,3,1.0,0,0,0,8339.32,1975,100071.84,desconocido,True
1286,43,No,travel_rarely,699.6,research & development,2,4,desconocido,1,1287,1,True,87.5,2,2,healthcare representative,4,desconocido,5650.83,14692.17,3,Desconocido,23,4.0,2,full time,0,,6,3.0,1,0,0,5650.83,1981,67810.0,healthcare representative  -  research & development,True
1287,37,No,non-travel,686.4,desconocido,1,5,medical,1,1288,4,False,85.8,3,2,sales executive,4,desconocido,5544.17,14414.83,4,Desconocido,15,,2,full time,0,,6,3.0,1,0,0,5544.17,1987,,desconocido,False
1288,34,Yes,travel_rarely,294.2,desconocido,5,3,marketing,1,1289,4,False,36.8,3,1,sales representative,3,single,,6177.17,1,Desconocido,13,,2,full time,0,1.0,2,3.0,1,0,0,,1990,28510.0,desconocido,False
1289,47,No,non-travel,542.5,research & development,7,4,medical,1,1290,3,False,67.8,3,2,manufacturing director,3,married,,11392.33,2,Desconocido,14,3.0,3,part time,0,7.0,2,4.0,1,0,0,,1977,52580.0,manufacturing director  -  research & development,True
1290,22,Yes,travel_rarely,290.0,sales,12,3,life sciences,1,1291,3,False,36.3,4,1,sales representative,2,single,2342.59,6090.75,1,Desconocido,15,3.0,4,full time,0,1.0,0,3.0,1,0,0,2342.59,2002,,sales representative  -  sales,True
1291,31,No,non-travel,255.5,desconocido,2,1,technical degree,1,1292,3,True,31.9,3,1,sales representative,2,desconocido,2063.33,5364.67,1,Desconocido,18,3.0,1,full time,1,,3,3.0,1,0,0,2063.33,1993,,desconocido,True
1292,31,Yes,travel_frequently,235.8,desconocido,4,3,desconocido,1,1293,3,True,29.5,3,1,research scientist,4,single,1904.17,4950.83,9,Yes,23,4.0,3,part time,0,3.0,4,3.0,1,0,0,1904.17,1993,22850.0,desconocido,False
1293,38,No,travel_rarely,433.0,desconocido,10,4,desconocido,1,1294,3,True,54.1,3,2,manufacturing director,2,single,3497.5,9093.5,2,Desconocido,12,3.0,4,part time,0,18.0,2,2.0,1,0,1,3497.5,1986,41970.0,desconocido,True
1294,41,No,travel_rarely,355.7,desconocido,2,3,desconocido,1,1295,2,False,44.5,2,2,laboratory technician,3,married,2873.33,7470.67,6,No,22,4.0,2,full time,1,,3,3.0,1,0,0,2873.33,1983,,desconocido,False
1295,29,No,travel_rarely,470.3,desconocido,17,2,desconocido,1,1296,3,True,58.8,3,2,laboratory technician,1,desconocido,3798.33,9875.67,1,Desconocido,12,3.0,4,part time,1,10.0,2,,10,1,8,3798.33,1995,45580.0,desconocido,False
1296,39,No,travel_frequently,175.6,desconocido,2,2,desconocido,1,1297,4,True,22.0,3,1,laboratory technician,4,married,1418.33,3687.67,1,Yes,23,4.0,3,part time,1,,3,3.0,1,0,0,1418.33,1985,17020.0,desconocido,False
1297,20,Yes,non-travel,264.5,desconocido,2,2,technical degree,1,1298,1,True,33.1,2,1,human resources,4,single,2136.67,5555.33,1,No,12,3.0,3,part time,0,1.0,3,4.0,1,0,0,2136.67,2004,25640.0,desconocido,True
1298,58,No,travel_rarely,1582.8,desconocido,29,3,desconocido,1,1299,1,True,197.8,2,4,manager,4,divorced,,33238.2,3,No,12,3.0,3,full time,1,,3,2.0,1,0,0,,1966,153407.07,desconocido,True
1299,48,No,travel_rarely,523.1,desconocido,2,2,medical,1,1300,1,False,65.4,3,2,manufacturing director,4,desconocido,,10985.0,5,Desconocido,13,,3,part time,3,20.0,2,3.0,5,0,4,,1976,50700.0,desconocido,True
1300,55,No,travel_rarely,390.0,desconocido,8,4,life sciences,1,1301,3,False,48.8,3,2,laboratory technician,3,single,3150.0,8190.0,7,Desconocido,11,3.0,3,part time,0,,3,3.0,1,0,0,3150.0,1969,37800.0,desconocido,False
1301,32,Yes,travel_frequently,1013.6,desconocido,42,3,desconocido,1,1302,4,True,126.7,3,3,healthcare representative,3,desconocido,,21285.33,3,No,12,3.0,1,part time,0,12.0,2,3.0,1,0,0,,1992,98240.0,desconocido,False
1302,19,Yes,travel_frequently,193.8,desconocido,5,3,marketing,1,1303,2,True,24.2,3,1,sales representative,2,desconocido,,4069.0,1,Yes,14,3.0,4,part time,0,,3,3.0,0,0,0,,2005,18780.0,desconocido,True
1303,41,No,non-travel,1032.5,desconocido,28,3,other,1,1304,3,True,129.1,1,3,sales executive,1,desconocido,,21682.23,3,No,15,3.0,3,part time,1,20.0,2,3.0,1,0,1,,1983,100071.84,desconocido,True
1304,27,No,non-travel,556.3,desconocido,29,2,desconocido,1,1305,1,True,69.5,3,2,sales executive,3,desconocido,4492.84,11681.39,5,Desconocido,12,3.0,1,part time,2,8.0,5,3.0,0,0,0,4492.84,1997,53914.11,desconocido,True
1305,27,Yes,travel_rarely,241.4,research & development,24,3,desconocido,1,1306,3,True,30.2,1,1,laboratory technician,4,single,1950.0,5070.0,1,Yes,18,3.0,2,full time,0,1.0,3,1.0,1,0,0,1950.0,1997,,laboratory technician  -  research & development,True
1306,39,No,non-travel,556.3,desconocido,10,3,desconocido,1,1307,3,False,69.5,3,2,healthcare representative,3,desconocido,4492.84,11681.39,3,No,19,3.0,3,full time,1,18.0,4,,1,0,0,4492.84,1985,,desconocido,True
1307,25,No,non-travel,219.5,desconocido,17,2,other,1,1308,4,True,27.4,2,1,laboratory technician,2,married,1772.5,4608.5,1,No,21,4.0,4,part time,1,1.0,2,3.0,1,0,0,1772.5,1999,21270.0,desconocido,True
1308,31,Yes,travel_frequently,209.8,desconocido,12,4,desconocido,1,1309,2,True,26.2,2,1,sales representative,1,married,1694.17,4404.83,1,No,18,3.0,3,part time,1,1.0,2,4.0,1,0,0,1694.17,1993,20330.0,desconocido,True
1309,38,No,travel_rarely,990.7,desconocido,2,3,marketing,1,1310,4,True,123.8,3,2,sales executive,3,married,8001.67,20804.33,4,Desconocido,11,3.0,3,full time,1,,3,2.0,3,1,0,8001.67,1986,96020.0,desconocido,True
1310,21,No,travel_rarely,290.0,research & development,1,3,life sciences,1,1311,4,False,36.3,2,1,research scientist,2,desconocido,2342.59,6090.75,1,No,13,,4,part time,0,1.0,0,4.0,1,0,0,2342.59,2003,28111.13,research scientist  -  research & development,True
1311,44,No,non-travel,1715.5,desconocido,14,4,other,1,1312,2,True,214.4,2,4,research director,4,divorced,13855.83,36025.17,4,Desconocido,14,3.0,3,full time,1,21.0,3,,1,0,0,13855.83,1980,166270.0,desconocido,True
1312,39,No,non-travel,290.0,desconocido,27,1,life sciences,1,1313,3,False,36.3,3,1,research scientist,1,desconocido,2342.59,6090.75,3,No,17,3.0,4,part time,0,8.0,3,2.0,0,0,0,2342.59,1985,28111.13,desconocido,False
1313,34,No,non-travel,556.3,sales,8,4,marketing,1,1314,3,True,69.5,3,2,sales executive,3,divorced,4492.84,11681.39,0,Desconocido,12,3.0,4,part time,0,6.0,3,3.0,5,1,2,4492.84,1990,53914.11,sales executive  -  sales,True
1314,31,No,non-travel,214.9,desconocido,3,3,desconocido,1,1315,3,False,26.9,3,1,research scientist,3,desconocido,1735.83,4513.17,1,No,20,4.0,3,part time,1,1.0,2,,1,0,0,1735.83,1993,20830.0,desconocido,False
1315,30,No,non-travel,556.3,sales,44,2,medical,1,1316,2,False,69.5,3,2,sales executive,3,desconocido,4492.84,11681.39,1,No,14,3.0,1,part time,1,,5,2.0,6,1,2,4492.84,1994,53914.11,sales executive  -  sales,True
1316,21,Yes,non-travel,104.1,desconocido,10,1,medical,1,1317,4,True,13.0,3,1,research scientist,3,single,84083.0,2186.17,1,Desconocido,11,3.0,4,part time,0,,5,3.0,1,1,1,84083.0,2003,10090.0,desconocido,False
1317,36,No,non-travel,290.0,desconocido,20,3,desconocido,1,1318,2,True,36.3,2,1,laboratory technician,3,marreid,2342.59,6090.75,1,No,18,3.0,3,full time,2,1.0,3,3.0,1,0,0,2342.59,1988,,desconocido,True
1318,38,No,non-travel,290.0,desconocido,10,2,life sciences,1,1319,4,True,36.3,4,1,research scientist,4,single,,6090.75,3,No,17,3.0,1,part time,0,,2,,1,0,0,,1986,28111.13,desconocido,True
1319,39,No,non-travel,811.1,desconocido,1,3,desconocido,1,1320,3,False,101.4,3,3,manufacturing director,3,single,6550.83,17032.17,4,Yes,14,,4,part time,0,10.0,4,,1,0,0,6550.83,1985,78610.0,desconocido,False
1320,30,No,non-travel,272.6,desconocido,10,3,desconocido,1,1321,3,True,34.1,3,1,sales representative,3,single,2201.67,5724.33,1,No,11,3.0,3,part time,0,1.0,6,,1,0,0,2201.67,1994,26420.0,desconocido,True
1321,36,No,non-travel,556.3,desconocido,2,4,desconocido,1,1322,4,False,69.5,3,2,healthcare representative,1,divorced,4492.84,11681.39,2,No,11,3.0,1,part time,1,16.0,2,4.0,1,0,0,4492.84,1988,53914.11,desconocido,True
1322,39,No,travel_rarely,290.0,desconocido,2,5,medical,1,1323,4,True,36.3,3,1,research scientist,3,married,2342.59,6090.75,6,Yes,13,3.0,2,full time,1,,0,1.0,1,0,1,2342.59,1985,,desconocido,True
1323,35,No,travel_rarely,528.4,desconocido,8,5,life sciences,1,1324,2,False,66.0,3,2,manufacturing director,1,desconocido,4267.5,11095.5,3,No,14,3.0,3,part time,1,,3,,0,0,0,4267.5,1989,51210.0,desconocido,False
1324,24,Yes,non-travel,290.0,desconocido,6,3,life sciences,1,1325,3,True,36.3,4,1,laboratory technician,1,desconocido,2342.59,6090.75,1,Yes,21,4.0,3,full time,2,1.0,2,3.0,0,0,0,2342.59,2000,,desconocido,False
1325,25,No,non-travel,278.0,desconocido,9,3,life sciences,1,1326,3,True,34.7,2,1,laboratory technician,2,divorced,2245.0,5837.0,1,No,11,3.0,3,part time,3,,4,3.0,1,0,0,2245.0,1999,26940.0,desconocido,False
1326,30,Yes,travel_rarely,290.0,desconocido,1,2,life sciences,1,1327,2,False,36.3,2,1,laboratory technician,1,married,2342.59,6090.75,1,Desconocido,11,3.0,4,part time,1,1.0,1,3.0,1,0,0,2342.59,1994,28111.13,desconocido,False
1327,41,No,travel_frequently,525.6,desconocido,16,4,medical,1,1328,1,True,65.7,2,2,laboratory technician,3,desconocido,4245.0,11037.0,6,No,14,3.0,4,part time,0,10.0,6,3.0,1,0,0,4245.0,1983,50940.0,desconocido,False
1328,31,No,travel_rarely,556.3,research & development,2,3,desconocido,1,1329,3,False,69.5,2,2,manufacturing director,4,single,4492.84,11681.39,5,Desconocido,24,4.0,2,part time,0,12.0,4,2.0,0,0,0,4492.84,1993,53914.11,manufacturing director  -  research & development,False
1329,46,No,non-travel,234.6,desconocido,2,3,desconocido,1,1330,2,False,29.3,2,1,research scientist,3,desconocido,,4927.0,1,No,14,3.0,4,part time,0,1.0,3,3.0,1,0,0,,1978,22740.0,desconocido,True
1330,28,No,non-travel,290.0,desconocido,3,3,medical,1,1331,4,True,36.3,3,1,research scientist,4,married,2342.59,6090.75,1,Desconocido,11,3.0,3,part time,3,0.0,6,2.0,0,0,0,2342.59,1996,28111.13,desconocido,True
1331,38,No,non-travel,556.3,desconocido,16,4,marketing,1,1332,4,True,69.5,2,2,sales executive,3,desconocido,,11681.39,4,Desconocido,19,,4,part time,2,9.0,2,3.0,1,0,0,,1986,53914.11,desconocido,True
1332,33,No,non-travel,238.7,desconocido,1,3,life sciences,1,1333,4,True,29.8,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,No,12,,2,part time,1,4.0,2,3.0,3,0,2,1928.33,1991,23140.0,desconocido,False
1333,54,No,travel_rarely,1582.8,desconocido,8,3,marketing,1,1334,1,True,197.8,3,4,sales executive,4,married,,33238.2,5,Desconocido,14,3.0,3,full time,1,28.0,3,3.0,2,2,2,,1970,153407.07,desconocido,True
1334,38,No,non-travel,1032.5,desconocido,19,2,desconocido,1,1335,1,True,129.1,3,3,sales executive,2,single,,21682.23,1,Yes,13,3.0,4,part time,0,,2,3.0,10,0,9,,1986,100071.84,desconocido,False
1335,33,Yes,travel_rarely,290.0,desconocido,25,4,desconocido,1,1336,1,True,36.3,3,1,laboratory technician,4,desconocido,2342.59,6090.75,1,Desconocido,24,4.0,3,part time,0,1.0,2,1.0,1,0,1,2342.59,1991,28111.13,desconocido,False
1336,59,Yes,travel_frequently,245.6,desconocido,2,1,desconocido,1,1337,4,True,30.7,2,1,laboratory technician,4,divorced,,5156.67,9,Desconocido,14,3.0,4,part time,1,3.0,3,2.0,1,0,0,,1965,23800.0,desconocido,True
1337,44,No,travel_rarely,556.3,desconocido,8,3,desconocido,1,1338,1,False,69.5,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,No,21,4.0,3,part time,1,4.0,2,4.0,1,0,0,4492.84,1980,53914.11,desconocido,True
1338,22,Yes,travel_rarely,290.0,research & development,18,1,other,1,1339,4,False,36.3,3,1,research scientist,4,single,2342.59,6090.75,1,No,19,,1,part time,0,,3,2.0,1,0,0,2342.59,2002,28111.13,research scientist  -  research & development,False
1339,35,No,non-travel,207.2,desconocido,48,3,life sciences,1,1340,4,True,25.9,3,1,laboratory technician,2,desconocido,1673.33,4350.67,1,No,14,3.0,2,part time,2,1.0,3,3.0,1,1,0,1673.33,1989,20080.0,desconocido,True
1340,59,No,non-travel,1088.7,desconocido,5,3,desconocido,1,1341,3,False,136.1,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,Desconocido,13,,4,full time,1,24.0,3,3.0,6,0,4,8793.33,1965,105520.0,desconocido,False
1341,49,No,non-travel,233.1,desconocido,20,4,medical,1,1342,4,True,29.1,3,1,research scientist,3,married,1882.5,4894.5,4,Desconocido,17,3.0,1,part time,2,13.0,2,2.0,0,0,0,1882.5,1975,22590.0,desconocido,True
1342,33,No,non-travel,290.0,desconocido,1,3,life sciences,1,1343,3,False,36.3,2,1,laboratory technician,2,married,2342.59,6090.75,6,No,20,,3,part time,0,5.0,3,3.0,3,0,2,2342.59,1991,28111.13,desconocido,True
1343,26,Yes,non-travel,249.0,desconocido,19,2,marketing,1,1344,3,True,31.1,2,1,sales representative,2,married,,5228.17,1,Yes,18,,3,part time,3,,2,3.0,1,0,0,,1998,24130.0,desconocido,False
1344,41,No,non-travel,1032.5,sales,10,4,marketing,1,1345,1,True,129.1,2,3,sales executive,2,divorced,8339.32,21682.23,2,No,12,3.0,2,part time,1,11.0,2,2.0,1,0,0,8339.32,1983,100071.84,sales executive  -  sales,False
1345,20,Yes,non-travel,218.8,desconocido,21,3,other,1,1346,4,True,27.4,2,1,sales representative,2,single,,4595.5,1,Yes,13,3.0,2,part time,0,1.0,3,4.0,1,0,0,,2004,21210.0,desconocido,False
1346,21,Yes,travel_rarely,290.0,research & development,4,3,technical degree,1,1347,1,True,36.3,3,1,laboratory technician,1,single,2342.59,6090.75,1,Desconocido,19,3.0,2,part time,0,1.0,2,3.0,1,0,0,2342.59,2003,28111.13,laboratory technician  -  research & development,False
1347,34,No,travel_rarely,556.3,desconocido,1,3,desconocido,1,1348,2,False,69.5,2,2,healthcare representative,4,desconocido,4492.84,11681.39,0,Desconocido,14,3.0,1,part time,0,6.0,3,3.0,5,1,4,4492.84,1990,53914.11,desconocido,True
1348,59,Yes,travel_rarely,255.8,desconocido,2,3,desconocido,1,1349,4,True,32.0,3,1,research scientist,3,single,,5371.17,4,No,24,4.0,1,part time,0,7.0,4,3.0,1,0,0,,1965,24790.0,desconocido,True
1349,41,Yes,non-travel,1361.3,desconocido,24,3,desconocido,1,1350,2,False,170.2,4,4,sales executive,2,single,,28587.0,4,Desconocido,16,3.0,4,full time,0,22.0,2,2.0,1,0,0,,1983,131940.0,desconocido,False
1350,30,Yes,travel_rarely,290.0,desconocido,10,3,desconocido,1,1351,4,False,36.3,2,1,research scientist,1,single,2342.59,6090.75,6,Yes,20,4.0,3,part time,0,3.0,5,3.0,0,0,0,2342.59,1994,28111.13,desconocido,False
1351,48,No,travel_rarely,429.5,desconocido,18,2,life sciences,1,1352,4,False,53.7,3,2,sales executive,4,single,3469.17,9019.83,1,Yes,17,3.0,3,full time,0,9.0,0,3.0,9,0,7,3469.17,1976,,desconocido,True
1352,19,No,non-travel,290.0,desconocido,5,2,desconocido,1,1353,2,True,36.3,3,1,research scientist,4,desconocido,2342.59,6090.75,1,No,15,3.0,4,part time,0,,2,3.0,0,0,0,2342.59,2005,28111.13,desconocido,True
1353,21,Yes,non-travel,268.3,desconocido,16,3,medical,1,1354,4,False,33.5,2,1,research scientist,1,desconocido,,5633.33,1,Yes,15,3.0,1,part time,0,1.0,2,3.0,1,0,0,,2003,26000.0,desconocido,True
1354,43,No,non-travel,1888.4,desconocido,5,2,desconocido,1,1355,4,True,236.1,3,5,manager,3,desconocido,15252.5,39656.5,6,No,13,3.0,2,full time,0,21.0,3,4.0,1,0,0,15252.5,1981,183030.0,desconocido,True
1355,51,No,travel_rarely,245.6,research & development,9,3,desconocido,1,1356,1,True,30.7,3,1,laboratory technician,4,married,1983.33,5156.67,4,No,18,,2,full time,0,8.0,5,3.0,1,0,0,1983.33,1973,,laboratory technician  -  research & development,False
1356,38,Yes,travel_rarely,492.9,desconocido,11,2,medical,1,1357,1,False,61.6,1,2,healthcare representative,2,desconocido,3980.83,10350.17,5,No,15,3.0,1,part time,0,15.0,2,1.0,1,0,0,3980.83,1986,47770.0,desconocido,False
1357,39,No,non-travel,556.3,desconocido,3,4,life sciences,1,1358,2,True,69.5,3,2,sales executive,4,desconocido,4492.84,11681.39,8,Yes,12,3.0,3,full time,0,19.0,1,3.0,1,0,0,4492.84,1985,,desconocido,True
1358,37,Yes,non-travel,556.3,desconocido,15,3,desconocido,1,1359,1,True,69.5,3,2,laboratory technician,3,divorced,,11681.39,7,Desconocido,14,3.0,2,part time,1,9.0,3,2.0,1,0,0,,1987,53914.11,desconocido,True
1359,29,No,travel_rarely,108.5,sales,10,1,medical,1,1360,4,True,13.6,3,1,sales representative,2,married,87667.0,2279.33,1,No,22,4.0,2,full time,0,,5,3.0,1,0,0,87667.0,1995,10520.0,sales representative  -  sales,False
1360,44,No,non-travel,1032.5,desconocido,25,3,desconocido,1,1361,3,True,129.1,2,3,sales executive,4,desconocido,,21682.23,5,No,13,3.0,3,part time,1,18.0,5,3.0,1,0,0,,1980,100071.84,desconocido,False
1361,22,Yes,travel_rarely,290.0,research & development,10,3,desconocido,1,1362,3,False,36.3,2,1,laboratory technician,1,single,2342.59,6090.75,1,No,13,,1,part time,0,1.0,6,2.0,1,1,0,2342.59,2002,28111.13,laboratory technician  -  research & development,True
1362,52,Yes,travel_rarely,253.9,desconocido,4,4,desconocido,1,1363,1,True,31.7,3,1,research scientist,3,married,,5332.17,9,Desconocido,12,,3,part time,3,18.0,2,4.0,10,2,7,,1972,24610.0,desconocido,True
1363,38,No,non-travel,556.3,sales,10,4,desconocido,1,1364,4,False,69.5,2,2,sales executive,4,divorced,,11681.39,2,Yes,14,,3,part time,3,8.0,5,3.0,1,0,0,,1986,53914.11,sales executive  -  sales,True
1364,29,Yes,non-travel,267.8,research & development,1,3,medical,1,1365,1,True,33.5,2,1,laboratory technician,2,divorced,,5624.67,1,No,15,,1,full time,2,,2,3.0,1,0,0,,1995,25960.0,laboratory technician  -  research & development,True
1365,51,Yes,non-travel,487.8,desconocido,1,4,desconocido,1,1366,4,True,61.0,3,2,sales executive,3,single,,10244.0,3,Yes,14,3.0,4,part time,0,5.0,4,3.0,0,0,0,,1973,47280.0,desconocido,True
1366,35,No,non-travel,290.0,desconocido,3,4,desconocido,1,1367,3,True,36.3,2,1,research scientist,4,desconocido,2342.59,6090.75,3,No,17,3.0,4,part time,3,6.0,2,3.0,0,0,0,2342.59,1989,28111.13,desconocido,False
1367,39,No,travel_rarely,758.4,desconocido,2,2,marketing,1,1368,4,True,94.8,3,3,sales executive,2,single,6125.83,15927.17,7,No,16,3.0,3,part time,0,,2,3.0,1,0,0,6125.83,1985,73510.0,desconocido,True
1368,43,No,non-travel,556.3,desconocido,29,3,desconocido,1,1369,2,True,69.5,1,2,laboratory technician,4,desconocido,4492.84,11681.39,4,Desconocido,19,3.0,1,part time,0,16.0,3,3.0,1,0,0,4492.84,1981,53914.11,desconocido,True
1369,19,Yes,non-travel,290.0,desconocido,8,1,desconocido,1,1370,3,True,36.3,3,1,laboratory technician,3,single,2342.59,6090.75,1,No,12,3.0,4,part time,0,,0,3.0,0,0,0,2342.59,2005,28111.13,desconocido,True
1370,42,No,non-travel,491.7,desconocido,12,4,desconocido,1,1371,2,True,61.5,3,1,laboratory technician,4,desconocido,3971.67,10326.33,3,Yes,11,3.0,1,full time,1,6.0,4,,1,0,0,3971.67,1982,47660.0,desconocido,True
1371,36,No,travel_rarely,233.0,research & development,1,4,medical,1,1372,4,True,29.1,2,1,laboratory technician,3,desconocido,1881.67,4892.33,6,No,12,3.0,2,part time,1,,2,3.0,8,1,7,1881.67,1988,22580.0,laboratory technician  -  research & development,False
1372,33,No,non-travel,291.7,sales,2,1,desconocido,1,1373,3,False,36.5,3,1,sales representative,1,desconocido,,6125.17,1,Desconocido,12,3.0,3,full time,3,1.0,3,3.0,1,0,0,,1991,28270.0,sales representative  -  sales,True
1373,23,Yes,non-travel,294.4,desconocido,3,4,life sciences,1,1374,3,True,36.8,2,1,research scientist,4,married,2377.5,6181.5,0,Yes,11,3.0,2,full time,1,1.0,5,3.0,0,0,0,2377.5,2001,28530.0,desconocido,True
1374,45,No,non-travel,236.3,desconocido,26,3,desconocido,1,1375,2,True,29.5,1,1,research scientist,3,single,,4961.67,2,No,13,,4,part time,0,6.0,3,3.0,0,0,0,,1979,22900.0,desconocido,True
1375,42,Yes,non-travel,217.4,desconocido,5,2,life sciences,1,1376,1,True,27.2,2,1,research scientist,1,desconocido,1755.83,4565.17,6,No,17,3.0,1,part time,1,5.0,2,1.0,1,0,0,1755.83,1982,21070.0,desconocido,False
